gene_name,public_name,N2_specific_read_count, CB4856_specific_read_count
F14E5.6,acp-4,0,1
F14E5.3,acp-3,4,3
F14E5.5,lips-10,0,0
F22B5.3,cut-3,0,0
F22B5.4,F22B5.4,22,14
F22B5.11,F22B5.11,0,0
F22B5.6,F22B5.6,1,0
F22B5.7,zyg-9,61,60
M05D6.2,M05D6.2,49,56
M05D6.8,M05D6.8,13,30
M05D6.1,M05D6.1,0,7
M05D6.3,M05D6.3,6,3
M05D6.4,lact-4,6,3
M05D6.5,M05D6.5,12,12
M05D6.6,M05D6.6,0,0
T13H5.1,T13H5.1,1,0
T13H5.2,ctg-2,17,21
T13H5.3,T13H5.3,0,0
T13H5.4,T13H5.4,35,51
T13H5.5,mrps-18B,0,0
T13H5.6,T13H5.6,4,3
W01C9.3,pqn-73,0,0
W01C9.4,decr-1.2,30,40
W01C9.5,glb-27,0,0
F54C9.6,bcs-1,82,71
F54C9.8,puf-5,353,297
F54C9.11,F54C9.11,0,5
F28C6.5,F28C6.5,1,0
F28C6.3,cpf-1,0,0
F28C6.7,rpl-26,6,6
F28C6.8,F28C6.8,0,0
T22C8.2,chhy-1,11,10
T22C8.3,T22C8.3,3,1
T22C8.4,T22C8.4,0,0
T22C8.5,sptf-2,1,2
T22C8.6,T22C8.6,3,1
D2085.7,D2085.7,1,0
D2085.1,pyr-1,28,26
D2085.6,D2085.6,0,0
D2085.4,D2085.4,0,0
D2085.5,D2085.5,0,0
C34C6.2,C34C6.2,0,0
C34C6.9,C34C6.9,0,0
C34C6.5,sphk-1,35,37
C34C6.8,ceh-7,1,0
C34C6.7,C34C6.7,4,1
C34C6.1,srg-15,0,0
T01B7.3,rab-21,9,11
T01B7.13,T01B7.13,0,1
T01B7.5,T01B7.5,152,135
T01B7.9,T01B7.9,1,0
K08F8.1,K08F8.1,57,51
K08F8.10,K08F8.10,0,0
K08F8.2,atf-2,1,0
K08F8.9,K08F8.9,0,0
K08F8.3,fut-1,0,0
K08F8.5,K08F8.5,8,11
K08F8.6,let-19,21,27
F07H5.13,F07H5.13,7,6
F07H5.6,F07H5.6,0,0
F07H5.7,F07H5.7,0,0
F07H5.8,F07H5.8,0,0
F07H5.9,pho-13,8,4
F46C5.3,nas-25,0,0
F46C5.4,F46C5.4,1,1
F46C5.6,F46C5.6,3,1
T14D7.1,T14D7.1,8,5
T14D7.2,oac-46,17,26
T14D7.3,snb-6,17,18
T07D4.1,npr-20,0,0
T07D4.2,T07D4.2,0,0
T07D4.3,rha-1,149,139
T07D4.5,T07D4.5,34,42
T07D4.4,ddx-19,48,54
B0457.17,B0457.17,0,0
B0457.8,B0457.8,0,0
B0457.11,B0457.11,0,0
B0457.1,lat-1,84,84
B0457.4,B0457.4,1,0
B0457.6,B0457.6,1,0
B0457.2,B0457.2,0,0
T21B10.7,cct-2,187,169
T21B10.1,mrpl-50,50,57
T21B10.3,T21B10.3,146,122
T21B10.5,set-17,41,50
T21B10.6,cutl-15,0,0
T21B10.10,T21B10.10,0,0
C18E9.10,C18E9.10,6,7
C18E9.3,szy-20,75,81
C18E9.6,tomm-40,119,137
C18E9.7,C18E9.7,0,0
C18E9.14,C18E9.14,0,0
C18E9.8,C18E9.8,28,53
C18E9.9,C18E9.9,1,0
C18E9.11,ooc-5,58,50
F44G4.1,F44G4.1,27,19
F44G4.2,F44G4.2,179,162
F44G4.5,F44G4.5,24,37
F44G4.6,F44G4.6,0,0
F44G4.7,F44G4.7,1,2
F44G4.8,dep-1,0,0
F37B12.9,F37B12.9,0,0
F37B12.1,F37B12.1,0,0
F37B12.2,gcs-1,0,0
F37B12.11,F37B12.11,0,3
F37B12.3,F37B12.3,46,45
T24B8.7,T24B8.7,111,127
T24B8.3,T24B8.3,30,27
T24B8.4,T24B8.4,10,14
C07H4.1,C07H4.1,12,10
C07H4.2,clh-5,0,0
T24H10.1,T24H10.1,0,2
T24H10.5,T24H10.5,2,1
T24H10.6,dyrb-1,0,0
T24H10.3,dnj-23,70,85
T24H10.4,T24H10.4,0,0
T24H10.7,jun-1,17,24
C16D2.1,C16D2.1,0,0
C16D2.2,C16D2.2,0,0
Y9C2UA.1,Y9C2UA.1,2,3
W07A12.4,W07A12.4,3,2
W07A12.5,col-78,0,0
W07A12.6,oac-54,3,2
W07A12.7,rhy-1,21,15
W07A12.8,W07A12.8,5,2
T23G7.3,T23G7.3,0,0
T23G7.2,T23G7.2,59,41
T23G7.1,dpl-1,101,152
T23G7.4,sec-5,21,25
ZK1067.6,sym-2,8,3
ZK1067.5,twk-4,0,0
ZK1067.1,let-23,0,0
ZK1067.2,ZK1067.2,125,112
ZK1067.3,ZK1067.3,0,0
ZK1067.7,abu-14,0,0
T26C5.3,T26C5.3,0,1
T26C5.5,T26C5.5,5,0
C01G6.1,aqp-2,12,15
C01G6.3,C01G6.3,0,0
C01G6.4,C01G6.4,56,44
C01G6.6,mtrr-1,57,49
C01G6.9,C01G6.9,0,0
C01G6.8,cam-1,0,0
D2013.3,D2013.3,0,0
D2013.2,wdfy-2,0,0
D2013.5,eat-3,0,0
D2013.6,D2013.6,0,11
D2013.7,eif-3.F,7,11
D2013.8,scp-1,0,0
D2013.9,ttll-12,36,48
F42A8.1,F42A8.1,0,0
C06C3.1,mel-11,46,47
C06C3.3,C06C3.3,1,1
C06C3.4,C06C3.4,1,1
C06C3.10,C06C3.10,14,12
C06C3.9,C06C3.9,1,3
C06C3.8,C06C3.8,3,0
Y51B9A.6,Y51B9A.6,0,0
Y51B9A.5,Y51B9A.5,35,44
Y51B9A.3,Y51B9A.3,7,0
Y51B9A.4,arrd-2,0,0
M176.1,arrd-3,0,0
M176.2,gss-1,92,102
M176.3,chch-3,0,0
M176.4,M176.4,35,26
M176.10,M176.10,6,3
M176.6,kin-15,0,0
R09D1.5,R09D1.5,0,0
R09D1.6,R09D1.6,0,2
R09D1.7,R09D1.7,0,0
R09D1.8,R09D1.8,2,0
R09D1.10,R09D1.10,0,1
R09D1.11,R09D1.11,0,0
T19H5.3,T19H5.3,0,1
T19H5.7,T19H5.7,6,7
R134.1,gcy-3,0,0
R134.2,gcy-2,0,0
AH6.2,sfxn-1.1,0,0
AH6.4,sra-1,0,0
AH6.5,mex-6,479,478
AH6.6,sra-2,0,0
AH6.14,sra-9,0,0
AH6.11,sra-7,0,0
F35H8.1,F35H8.1,9,7
F35H8.3,zfp-2,30,27
F35H8.4,F35H8.4,28,20
F35H8.5,exc-7,4,7
F35H8.7,wee-1.1,0,0
F35H8.6,ugt-58,0,0
E02H1.2,E02H1.2,42,47
E02H1.4,pme-2,29,57
E02H1.5,E02H1.5,0,0
E02H1.8,mrpl-53,49,39
E02H1.7,nhr-19,6,5
T15H9.6,T15H9.6,4,1
T15H9.4,T15H9.4,4,2
T15H9.2,T15H9.2,0,0
T15H9.7,dnj-20,356,419
ZK1307.8,ZK1307.8,76,99
ZK1307.7,ZK1307.7,0,0
ZK1307.6,fzr-1,11,27
ZK1307.4,ZK1307.4,45,61
ZK1307.3,ZK1307.3,26,27
ZK1320.2,ZK1320.2,0,0
ZK1320.4,cyp-13A10,1,0
ZK1320.11,ZK1320.11,2,5
ZK1320.7,ZK1320.7,1,0
ZK1320.6,arc-1,3,3
ZK1320.13,ZK1320.13,0,0
ZK1320.9,ZK1320.9,41,64
Y53C12A.8,Y53C12A.8,1,0
Y53C12A.7,Y53C12A.7,0,0
Y53C12A.3,Y53C12A.3,35,32
Y53C12A.2,glt-5,3,2
Y53C12B.6,cutl-2,0,0
Y53C12B.5,mab-3,0,0
Y53C12B.2,Y53C12B.2,37,36
Y53C12B.7,Y53C12B.7,0,0
ZK1321.1,ZK1321.1,0,0
ZK1321.2,shk-1,0,0
ZK1321.4,ZK1321.4,0,0
T10B9.8,cyp-13A1,0,1
T10B9.7,cyp-13A2,0,0
T10B9.5,cyp-13A3,0,0
T10B9.1,cyp-13A4,0,0
T10B9.2,cyp-13A5,0,1
T10B9.3,cyp-13A6,2,0
T10B9.10,cyp-13A7,0,0
T10B9.4,cyp-13A8,0,0
ZK938.1,ZK938.1,0,0
ZK938.3,ZK938.3,0,0
ZK938.9,ZK938.9,0,0
ZK938.4,arrd-5,0,0
ZK938.2,arrd-4,1,0
ZK938.7,rnh-1.2,1,0
ZK938.6,ZK938.6,0,0
ZK938.5,old-2,0,0
C08H9.10,C08H9.10,0,0
C08H9.12,C08H9.12,0,0
C08H9.11,C08H9.11,0,1
C08H9.4,C08H9.4,0,0
C08H9.13,C08H9.13,0,0
C08H9.6,C08H9.6,0,0
C08H9.1,C08H9.1,0,0
C08H9.3,C08H9.3,30,24
C08H9.16,C08H9.16,0,0
F26C11.3,F26C11.3,0,0
F26C11.4,F26C11.4,20,17
C05C10.8,C05C10.8,41,0
C05C10.1,pho-10,0,1
C05C10.2,C05C10.2,181,173
C05C10.3,C05C10.3,216,181
C05C10.7,C05C10.7,14,21
C05C10.5,C05C10.5,0,2
R53.1,R53.1,42,33
R53.3,egl-43,2,1
R53.2,R53.2,27,30
R53.6,R53.6,0,0
R53.8,R53.8,84,104
ZK892.1,lec-3,0,0
ZK892.3,ZK892.3,4,7
ZK892.4,ZK892.4,5,5
F52H3.7,lec-2,38,54
F52H3.6,F52H3.6,34,40
F52H3.1,let-268,0,15
F52H3.4,F52H3.4,36,31
C18D1.4,stg-1,0,0
C18D1.1,die-1,0,0
ZK945.1,lact-2,0,0
ZK945.3,puf-12,65,65
ZK945.4,ZK945.4,5,2
ZK945.8,ZK945.8,6,8
ZK945.9,lov-1,0,0
F27E5.7,F27E5.7,2,1
F27E5.5,F27E5.5,0,0
F27E5.1,F27E5.1,21,22
F27E5.3,F27E5.3,12,5
F27E5.2,pax-3,0,0
F33H1.1,daf-19,6,3
F33H1.2,gpd-4,454,514
F33H1.4,F33H1.4,32,19
F33H1.9,F33H1.9,0,0
R05H5.1,srd-2,0,0
R05H5.2,cdc-25.4,21,19
R05H5.6,srb-6,0,1
R05H5.5,R05H5.5,0,0
R05H5.8,tts-2,0,0
T01E8.1,T01E8.1,3,3
T01E8.3,plc-3,1,3
T01E8.7,srh-135,0,0
T01E8.8,T01E8.8,0,0
T01E8.4,mec-15,53,50
T01E8.5,nrde-2,77,100
F54B3.3,atad-3,0,0
F54B3.1,F54B3.1,25,49
F54B3.4,F54B3.4,0,0
ZK970.1,ZK970.1,1,3
ZK970.t4,ZK970.t4,0,0
ZK970.5,gcy-4,0,0
ZK970.6,gcy-5,0,0
M02G9.3,M02G9.3,0,0
M02G9.2,M02G9.2,0,0
M02G9.1,M02G9.1,0,0
C07E3.2,pro-2,0,54
C07E3.8,C07E3.8,0,0
C07E3.4,C07E3.4,0,0
C07E3.5,ceh-57,0,0
T09F3.1,ztf-27,0,0
T09F3.2,T09F3.2,45,42
T09F3.3,gpd-1,483,252
E04D5.2,E04D5.2,0,0
E04D5.3,cut-4,2,1
E04D5.4,E04D5.4,4,1
ZK673.1,ZK673.1,0,0
ZK673.3,lin-56,25,14
ZK673.4,ZK673.4,4,0
ZK673.11,ZK673.11,0,0
ZK673.6,ZK673.6,15,11
ZK673.10,sdz-37,1,0
ZK673.9,clec-143,2,0
ZK666.1,ZK666.1,0,0
ZK666.2,ZK666.2,6,8
ZK666.3,clec-58,0,0
ZK666.11,ZK666.11,0,0
ZK666.15,ZK666.15,0,0
ZK666.7,clec-61,0,0
ZK666.8,ZK666.8,0,1
ZK666.12,ZK666.12,0,0
F59B10.1,pqn-47,7,8
F59B10.3,F59B10.3,0,0
F59B10.4,F59B10.4,1,0
F59B10.5,F59B10.5,0,0
F59B10.6,F59B10.6,0,0
R166.1,mab-10,4,12
R166.2,R166.2,110,124
R166.3,R166.3,18,11
R166.4,pro-1,56,65
R166.5,mnk-1,37,33
C06A1.1,cdc-48.1,201,203
C06A1.8,C06A1.8,1,1
C06A1.7,C06A1.7,0,0
C06A1.3,C06A1.3,0,0
C14A4.1,dohh-1,0,0
C14A4.2,dap-3,59,66
C14A4.14,mrps-22,38,55
C14A4.3,C14A4.3,114,141
C14A4.4,crn-3,59,43
C14A4.6,C14A4.6,0,0
C14A4.7,C14A4.7,0,0
C14A4.8,C14A4.8,9,6
C14A4.15,srv-2,0,0
C14A4.11,C14A4.11,0,0
C14A4.12,C14A4.12,0,0
C14A4.13,C14A4.13,0,0
M28.1,cutl-9,0,0
M28.8,M28.8,11,21
M28.2,M28.2,0,5
M28.9,M28.9,60,66
M28.11,21ur-15552,36,26
M28.4,M28.4,7,3
M28.10,M28.10,102,185
M28.7,nphp-1,0,0
M28.6,lact-3,0,0
D2089.3,D2089.3,12,6
D2089.4,ptb-1,1,0
D2089.5,gbh-1,18,17
C09G5.1,ggr-1,2,2
C09G5.2,dph-2,23,22
C09G5.5,col-80,1423,1471
C09G5.6,bli-1,1,1
C09G5.13,C09G5.13,0,0
C09G5.8,mks-5,1,1
C52A11.4,mpz-1,6,2
T19E10.1,ect-2,66,63
R06F6.1,cdl-1,19,23
R06F6.2,vps-11,0,0
R06F6.4,set-14,0,0
R06F6.13,R06F6.13,0,0
R06F6.6,ceh-62,0,0
R06F6.7,R06F6.7,3,6
R06F6.8,R06F6.8,98,84
R06F6.9,ech-4,145,135
R06F6.12,R06F6.12,0,0
M106.1,mix-1,28,44
M106.8,M106.8,0,0
M106.2,M106.2,34,32
M106.7,M106.7,0,0
M106.3,M106.3,81,87
M106.4,M106.4,9,18
M106.5,cap-2,197,204
F59E10.1,orc-2,0,0
F44F4.1,F44F4.1,0,0
F44F4.2,egg-3,81,72
F44F4.3,F44F4.3,3,8
F44F4.4,ptr-8,8,11
F44F4.5,sra-10,0,1
F44F4.6,gly-1,1,0
F44F4.7,sra-12,0,0
F44F4.13,sra-11,0,0
F44F4.15,F44F4.15,2,4
F44F4.10,F44F4.10,11,19
F44F4.11,tba-4,44,26
Y19D2B.2,Y19D2B.2,1,1
R03D7.1,metr-1,98,97
R03D7.2,R03D7.2,0,0
R03D7.15,R03D7.15,0,0
R03D7.4,R03D7.4,74,70
R03D7.6,gst-5,0,0
R03D7.8,R03D7.8,0,0
R03D7.14,R03D7.14,0,0
C09D8.1,ptp-3,12,17
F38A3.2,ram-2,0,2
F33A8.1,let-858,41,37
F33A8.2,nlp-18,11,13
F33A8.10,F33A8.10,8,5
F33A8.9,col-83,0,0
F33A8.4,F33A8.4,0,0
F45E10.2,F45E10.2,0,2
F45E10.1,unc-53,3,1
C09H10.3,nuo-1,0,0
C09H10.5,C09H10.5,0,1
C09H10.9,C09H10.9,6,2
C09H10.6,nasp-1,143,153
W10C6.1,mat-2,0,0
W10C6.2,W10C6.2,0,0
F40F8.10,rps-9,2705,2981
F40F8.11,F40F8.11,4,2
F40F8.5,F40F8.5,0,0
F40F8.8,arrd-6,0,0
K07C10.1,ptr-13,0,0
F37H8.2,F37H8.2,0,1
F37H8.6,F37H8.6,0,0
F37H8.4,sfxn-1.2,0,0
F37H8.5,F37H8.5,20,28
F37H8.8,F37H8.8,0,0
T06D8.1,T06D8.1,14,31
F37H8.10,F37H8.10,0,0
T06D8.14,T06D8.14,0,0
T06D8.3,T06D8.3,0,0
T06D8.2,T06D8.2,0,0
T06D8.5,T06D8.5,0,0
T06D8.6,cchl-1,6,1
T06D8.7,T06D8.7,58,64
T06D8.8,rpn-9,207,206
T06D8.9,T06D8.9,42,47
T06D8.10,T06D8.10,0,0
T05B9.2,T05B9.2,0,1
T05B9.1,T05B9.1,159,179
C47G2.1,cut-1,0,0
C47G2.15,C47G2.15,0,0
C47G2.16,C47G2.16,0,0
C47G2.2,unc-130,0,1
C47G2.22,C47G2.22,0,0
C47G2.3,C47G2.3,0,0
C47G2.4,C47G2.4,28,40
C47G2.8,C47G2.8,0,1
C47G2.9,C47G2.9,0,0
C47G2.5,saps-1,96,99
T24F1.1,raga-1,75,90
T24F1.2,T24F1.2,132,116
T24F1.3,T24F1.3,11,8
T24F1.8,T24F1.8,0,0
T24F1.4,T24F1.4,1,0
T24F1.5,T24F1.5,0,0
T24F1.6,tag-180,2,7
B0491.2,sqt-1,0,0
B0491.3,rmd-3,121,126
B0491.4,lgc-20,0,1
B0491.5,B0491.5,172,174
B0491.6,B0491.6,10,28
B0491.1,B0491.1,0,0
B0491.7,B0491.7,0,0
B0491.8,clh-2,0,0
C33B4.4,C33B4.4,18,13
C33B4.5,C33B4.5,0,0
C33B4.3,shn-1,1,1
C05D12.9,C05D12.9,0,0
C05D12.7,C05D12.7,0,2
C05D12.1,C05D12.1,6,1
C05D12.2,C05D12.2,4,4
C05D12.3,C05D12.3,44,50
C05D12.4,C05D12.4,2,5
C05D12.5,C05D12.5,1,5
VW02B12L.1,vha-6,162,144
VW02B12L.2,VW02B12L.2,0,3
VW02B12L.4,adbp-1,40,40
W02B12.13,W02B12.13,0,0
W02B12.17,W02B12.17,0,0
W02B12.1,W02B12.1,11,8
W02B12.4,W02B12.4,5,3
W02B12.15,W02B12.15,151,137
W02B12.9,W02B12.9,0,1
W02B12.16,W02B12.16,30,25
W02B12.12,W02B12.12,50,47
B0334.2,twk-5,0,0
B0334.1,ttr-18,0,1
B0334.13,B0334.13,0,0
B0334.3,B0334.3,18,24
B0334.11,ooc-3,35,44
B0334.15,B0334.15,0,0
B0334.5,B0334.5,37,29
B0334.6,B0334.6,0,0
B0334.7,srh-44,0,0
B0334.10,B0334.10,0,7
B0334.8,age-1,70,54
Y62F5A.10,Y62F5A.10,13,4
Y62F5A.1,mdt-8,34,38
Y62F5A.11,Y62F5A.11,0,0
Y62F5A.12,Y62F5A.12,19,19
Y62F5A.9,Y62F5A.9,0,0
Y62F5A.15,Y62F5A.15,0,0
Y62F5A.7,mir-40,0,0
F54D5.12,F54D5.12,116,106
F54D5.11,F54D5.11,46,33
F54D5.9,F54D5.9,32,26
F54D5.8,dnj-13,292,288
F54D5.7,F54D5.7,0,0
F54D5.17,F54D5.17,0,0
F54D5.15,F54D5.15,0,0
F54D5.5,F54D5.5,29,42
F54D5.4,F54D5.4,82,78
F54D5.3,F54D5.3,121,100
F54D5.1,pcs-1,12,8
F54D5.14,smc-6,69,62
D1043.1,D1043.1,61,41
F07A11.1,F07A11.1,0,4
F07A11.2,F07A11.2,387,412
F07A11.3,npp-5,114,126
F07A11.4,F07A11.4,18,17
F07A11.5,F07A11.5,0,1
F07A11.6,din-1,60,58
F07A11.10,F07A11.10,0,0
ZK20.1,ghi-1,3,2
ZK20.3,rad-23,244,243
ZK20.5,rpn-12,0,0
ZK20.6,nep-1,0,0
C47D12.1,trr-1,42,42
C47D12.2,C47D12.2,26,32
C47D12.3,sfxn-1.4,0,0
C47D12.4,C47D12.4,0,0
C47D12.5,C47D12.5,0,0
C47D12.7,kel-1,1,3
C47D12.6,tars-1,474,441
C47D12.8,C47D12.8,81,116
VF13D12L.3,VF13D12L.3,132,111
F13D12.9,F13D12.9,80,74
F13D12.10,F13D12.10,0,0
F13D12.3,F13D12.3,0,0
F13D12.2,ldh-1,0,0
F13D12.4,alh-8,0,0
F13D12.8,F13D12.8,0,0
F13D12.6,F13D12.6,103,106
F13D12.7,gpb-1,0,0
F44E5.13,F44E5.13,0,0
F44E5.3,F44E5.3,0,1
F44E5.2,F44E5.2,1,0
F44E5.1,F44E5.1,0,0
F43G6.9,patr-1,216,204
F43G6.1,dna-2,75,89
F43G6.16,F43G6.16,0,0
F43G6.4,F43G6.4,3,1
F43G6.14,F43G6.14,0,0
F43G6.11,F43G6.11,11,3
F43G6.6,jmjd-1.1,18,18
F43G6.8,F43G6.8,0,0
F43G6.5,F43G6.5,1,0
Y6D1A.2,Y6D1A.2,1,2
Y6D1A.1,Y6D1A.1,42,38
T27D12.4,pes-5,23,16
T27D12.3,clec-144,0,0
T27D12.5,mir-355,0,0
T27D12.6,T27D12.6,0,1
T27D12.1,T27D12.1,6,7
T27D12.2,clh-1,39,32
K12D12.5,K12D12.5,0,0
K12D12.4,K12D12.4,10,5
K12D12.2,npp-3,166,152
K12D12.3,col-84,0,0
K12D12.1,top-2,1175,1116
K12D12.7,K12D12.7,0,0
ZK930.5,ZK930.5,9,11
ZK930.6,ZK930.6,0,0
ZK930.2,ZK930.2,0,0
ZK930.3,vab-23,0,0
ZK930.4,ZK930.4,30,26
ZK930.1,ZK930.1,16,39
ZK930.7,ZK930.7,8,12
Y17G7A.1,hmg-12,327,347
W03C9.4,lin-29,2,1
Y17G7A.4,Y17G7A.4,0,0
W03C9.8,W03C9.8,0,0
W03C9.6,W03C9.6,0,1
W03C9.1,W03C9.1,1,6
W03C9.2,W03C9.2,53,60
W03C9.3,rab-7,0,0
W03C9.5,W03C9.5,53,47
W03C9.7,mex-1,430,421
Y17G7B.1,acbp-6,0,0
Y17G7B.21,Y17G7B.21,40,20
Y17G7B.20,Y17G7B.20,247,310
Y17G7B.2,ash-2,32,78
Y17G7B.3,Y17G7B.3,32,22
Y17G7B.4,dhps-1,2,2
Y17G7B.23,Y17G7B.23,4,3
Y17G7B.5,mcm-2,0,0
Y17G7B.6,glb-29,0,0
Y17G7B.12,Y17G7B.12,6,1
Y17G7B.8,Y17G7B.8,6,13
Y17G7B.9,cyn-16,0,1
Y17G7B.7,tpi-1,308,320
Y17G7B.13,Y17G7B.13,38,19
Y17G7B.10,Y17G7B.10,29,41
Y17G7B.11,arrd-7,0,0
Y17G7B.14,arrd-8,1,0
Y17G7B.22,Y17G7B.22,1,1
Y17G7B.15,cnt-1,31,17
Y17G7B.17,Y17G7B.17,14,9
Y17G7B.18,Y17G7B.18,0,0
Y17G7B.19,Y17G7B.19,5,8
Y43F11A.1,Y43F11A.1,0,1
Y43F11A.5,set-24,63,66
Y57A10A.1,Y57A10A.1,49,133
Y57A10A.2,Y57A10A.2,16,12
Y57A10A.3,Y57A10A.3,17,34
Y57A10A.4,Y57A10A.4,13,6
Y57A10A.5,Y57A10A.5,12,6
Y57A10A.7,Y57A10A.7,15,14
Y57A10A.8,Y57A10A.8,2,8
Y57A10A.11,rol-1,0,0
Y57A10A.13,Y57A10A.13,92,93
Y57A10A.14,Y57A10A.14,0,2
Y57A10A.15,polg-1,35,31
Y57A10A.16,Y57A10A.16,0,0
Y57A10A.35,aqp-12,0,0
Y57A10A.18,pqn-87,0,0
Y57A10A.19,rsr-2,128,128
Y57A10A.20,sinh-1,5,8
Y57A10A.42,mir-5547,1,0
Y57A10A.41,Y57A10A.41,0,0
Y57A10A.23,Y57A10A.23,0,0
Y57A10A.24,Y57A10A.24,0,0
Y57A10A.9,tag-276,0,0
Y57A10A.25,Y57A10A.25,23,36
Y57A10A.10,Y57A10A.10,17,16
Y57A10A.26,Y57A10A.26,30,31
Y57A10A.27,Y57A10A.27,0,0
Y57A10A.28,Y57A10A.28,48,58
Y57A10A.29,Y57A10A.29,30,28
Y57A10A.30,ife-5,8,11
Y57A10A.31,Y57A10A.31,91,92
C50E10.1,C50E10.1,99,153
C50E10.11,sre-50,0,0
C50E10.2,C50E10.2,7,4
C50E10.10,sre-51,0,0
C50E10.9,sre-49,0,0
C50E10.3,sre-53,0,0
C50E10.8,sre-56,0,0
C50E10.15,C50E10.15,0,0
C50E10.7,sre-55,0,0
C50E10.6,sre-54,0,0
C50E10.5,sre-52,0,0
C50E10.4,sop-2,43,43
C50E10.13,C50E10.13,0,0
C44C11.1,ras-1,12,16
C44C11.7,mir-4806,0,0
Y57A10B.1,Y57A10B.1,1,2
Y57A10B.8,Y57A10B.8,0,0
Y57A10B.9,Y57A10B.9,0,0
Y57A10B.2,Y57A10B.2,1,0
Y57A10B.3,btb-14,11,0
Y57A10B.4,sre-42,0,0
Y57A10B.5,sre-41,0,0
Y57A10B.6,Y57A10B.6,0,0
Y57A10B.7,Y57A10B.7,15,12
F57G9.7,F57G9.7,0,0
F57G9.4,sre-29,0,0
F57G9.8,21ur-15291,0,1
F57G9.2,sre-30,1,0
F57G9.1,sre-31,0,0
F57G9.3,F57G9.3,0,1
Y57A10C.1,Y57A10C.1,1,2
Y57A10C.11,Y57A10C.11,0,0
Y57A10C.3,sre-27,0,0
Y57A10C.4,sre-26,0,0
Y57A10C.6,daf-22,33,38
Y57A10C.8,Y57A10C.8,0,0
Y57A10C.7,dct-12,0,0
Y57A10C.9,Y57A10C.9,0,0
Y57A10C.10,Y57A10C.10,0,0
W05H5.1,W05H5.1,0,0
W05H5.3,W05H5.3,0,0
W05H5.8,sre-34,0,0
W05H5.5,sre-35,0,0
W05H5.7,sre-32,0,0
F15A4.1,sre-38,0,0
F15A4.11,tag-281,2,1
F15A4.12,tag-280,13,17
F15A4.2,F15A4.2,5,1
F15A4.3,sre-37,0,0
F15A4.4,srg-16,0,0
F15A4.5,F15A4.5,3,6
F15A4.6,F15A4.6,34,7
F15A4.7,srg-17,0,0
F15A4.8,F15A4.8,0,0
F15A4.9,arrd-9,0,3
F15A4.13,fbxb-102,0,1
F15A4.14,21ur-13811,0,0
F15A4.10,F15A4.10,3,5
T21B4.15,T21B4.15,1,2
T21B4.1,srz-6,0,0
T21B4.2,col-85,1,0
T21B4.19,T21B4.19,0,0
T21B4.18,T21B4.18,0,0
T21B4.3,T21B4.3,0,0
T21B4.4,T21B4.4,1,0
T21B4.5,srh-68,0,0
T21B4.6,srh-67,0,0
T21B4.7,srh-69,0,0
T21B4.8,srh-61,0,0
T21B4.9,srh-70,0,0
T21B4.17,ceh-99,18,36
T21B4.12,srx-118,0,0
F49C5.1,srx-119,0,0
F49C5.2,srx-120,0,0
F49C5.4,F49C5.4,1,1
F49C5.3,F49C5.3,0,0
F49C5.14,F49C5.14,0,0
F49C5.9,F49C5.9,0,0
F49C5.10,F49C5.10,1,0
F49C5.11,F49C5.11,0,0
F49C5.12,F49C5.12,0,0
F49C5.6,str-223,0,0
F49C5.7,F49C5.7,0,1
Y38E10A.1,Y38E10A.1,0,0
Y38E10A.2,Y38E10A.2,0,0
Y38E10A.3,Y38E10A.3,2,4
Y38E10A.4,clec-8,6,8
Y38E10A.5,clec-4,0,0
Y38E10A.6,ceh-100,148,122
Y38E10A.7,lips-15,36,193
Y38E10A.8,Y38E10A.8,0,0
Y38E10A.9,Y38E10A.9,0,1
Y38E10A.10,lips-16,13,305
Y38E10A.11,nspe-4,3,0
Y38E10A.25,nspe-6,0,0
Y38E10A.12,nspe-3,0,0
Y38E10A.26,nspe-2,7,6
Y38E10A.13,nspe-1,39,27
Y38E10A.29,nspe-8,0,0
Y38E10A.28,Y38E10A.28,2,1
Y38E10A.17,Y38E10A.17,70,61
Y38E10A.18,nhr-234,0,0
Y38E10A.27,mir-267,0,0
Y38E10A.19,nhr-235,0,0
Y38E10A.20,Y38E10A.20,0,0
Y38E10A.21,rgs-4,0,0
Y38E10A.22,Y38E10A.22,82,151
Y46G5A.2,Y46G5A.2,2,4
Y46G5A.1,tbc-17,55,54
Y46G5A.4,snrp-200,235,189
Y46G5A.5,pisy-1,105,93
Y46G5A.10,cnp-2,6,2
Y46G5A.13,tiar-2,78,94
Y46G5A.14,Y46G5A.14,26,30
Y46G5A.34,Y46G5A.34,17,9
Y46G5A.15,Y46G5A.15,10,8
Y46G5A.35,Y46G5A.35,8,6
Y46G5A.17,cpt-1,80,79
Y46G5A.18,Y46G5A.18,58,78
Y46G5A.19,spds-1,57,64
Y46G5A.21,acl-7,48,31
Y46G5A.22,Y46G5A.22,15,15
Y46G5A.24,bcmo-1,0,0
Y46G5A.26,lgc-35,0,0
Y46G5A.28,Y46G5A.28,2,1
Y46G5A.29,Y46G5A.29,3,1
Y46G5A.30,snf-5,188,196
Y46G5A.31,gsy-1,223,227
F35C5.1,F35C5.1,0,0
F35C5.2,sra-14,0,0
F35C5.3,F35C5.3,5,5
F35C5.4,F35C5.4,2,1
F35C5.6,clec-63,2,2
F35C5.7,clec-64,0,0
F35C5.8,clec-65,1,0
F35C5.9,clec-66,12,14
